"扁霖老ID","矫焙备内靛","矫焙备疙","醚积劝牢备荐","郴惫牢积劝牢备荐","厘扁眉幅寇惫牢牢备荐","窜扁眉幅寇惫牢牢备荐","老弥措牢备荐","老弥家牢备荐","林埃牢备荐(09~18)","具埃牢备荐(19~08)","老弥措捞悼牢备荐","辑匡寇蜡涝牢备荐","悼老磊摹备青沥悼埃捞悼牢备荐","磊摹备埃捞悼牢备荐"
"20201119","11290","己合备","439455.58670","421545.25560","15351.01870","2559.31230","466762.04780","408442.96740","414819.97990","457052.44870","187059.81980","21412.20420","92016.63360","73630.98200"
"20201118","11290","己合备","435717.49320","417501.85820","15615.43080","2600.20420","463207.30690","403741.84850","411307.43430","453153.24950","192571.59220","21826.65790","93824.19620","76920.73810"
"20201117","11290","己合备","436371.77390","418098.65910","15837.15210","2435.96270","465672.36780","401006.57510","409417.08110","455625.12590","191552.98290","22797.02900","92020.24690","76735.70700"
"20201116","11290","己合备","436811.42190","418435.22900","15503.30620","2872.88670","466211.39000","401087.32370","408989.45170","456684.25780","191652.87520","22412.28030","93808.31780","75432.27710"
"20201115","11290","己合备","444099.23670","426015.37610","15121.16120","2962.69950","463353.98920","418881.56660","429885.49940","454251.90630","170673.45500","23251.78410","90273.30970","57148.36120"
"20201114","11290","己合备","435907.09770","417809.02060","15082.90040","3015.17680","457861.79220","406553.69640","417894.98320","448772.89380","173687.14940","25178.12250","86200.61820","62308.40870"
"20201113","11290","己合备","434691.81730","416755.09570","15289.04450","2647.67720","468391.55020","399679.27090","408080.07410","453700.20540","190857.72950","23662.31500","90672.51550","76522.89900"
"20201112","11290","己合备","437425.30940","419373.58350","15543.59880","2508.12710","466874.16540","402706.68650","410156.78010","456902.83030","193078.16720","24245.92780","92040.59780","76791.64160"
"20201111","11290","己合备","436691.69250","418651.99230","15556.92960","2482.77060","466709.92910","402933.20010","409455.24100","456146.30060","197146.27170","24061.37860","93658.44220","79426.45090"
"20201110","11290","己合备","437320.33770","418768.04620","15729.97830","2822.31320","466475.13420","402686.32010","409978.97530","456849.88230","196255.68870","24013.51480","93490.52380","78751.65010"
"20201109","11290","己合备","437355.03060","418867.46020","15746.57610","2740.99440","466248.05640","402324.33710","409664.10720","457134.26170","192928.16040","22200.70850","94235.64960","76491.80230"
"20201108","11290","己合备","442643.37540","425101.37500","15210.42460","2331.57580","463468.80430","414931.57080","427210.05870","453667.17300","168593.62180","22574.94880","89485.72280","56532.95020"
"20201107","11290","己合备","435407.09550","417450.80280","15314.05710","2642.23570","459051.13990","404309.13840","416064.87240","449222.96920","172236.84090","22878.10350","86894.90340","62463.83400"
"20201106","11290","己合备","433926.74080","415491.22340","15588.11810","2847.39930","465458.25200","401916.50850","408189.47850","452310.49960","191500.80980","22151.20720","91660.13760","77689.46500"
"20201105","11290","己合备","436402.01540","418022.89580","15722.48960","2656.63000","467965.73270","401230.31940","408379.00130","456418.45400","193434.98030","22862.27190","93088.95640","77483.75200"
"20201104","11290","己合备","438449.25110","419688.00540","15746.31540","3014.93030","468495.98990","403408.50830","410920.67860","458112.51720","194990.67180","22177.58620","94469.50730","78343.57830"
"20201103","11290","己合备","438216.61860","419566.02640","15787.29540","2863.29680","467192.37710","402866.60760","410659.55590","457900.23480","195153.00530","22472.21830","94441.16800","78239.61900"
"20201102","11290","己合备","438142.93330","419466.88470","15705.27810","2970.77040","467650.38050","402472.81840","410032.67570","458221.68870","194976.49920","21715.26020","95205.25990","78055.97910"
"20201101","11290","己合备","450633.70020","432252.00320","15573.37040","2808.32650","465632.99720","434338.38010","441010.51020","457507.40730","168471.14170","22233.62410","90016.02080","56221.49680"
"20201031","11290","己合备","436374.60080","418585.64260","15031.12690","2757.83130","461442.09170","403180.41030","415763.33320","451096.93480","174354.50350","25513.10020","85922.85690","62918.54640"
"20201030","11290","己合备","432022.44060","414166.68910","15256.69170","2599.05980","464591.23570","397625.07490","404733.89730","451514.25720","189540.93630","24508.69840","89619.05900","75413.17890"
"20201029","11290","己合备","436327.34740","418340.87460","15466.36160","2520.11120","467546.13360","401044.92420","408817.57890","455977.18200","193988.52890","25468.15010","91695.39270","76824.98610"
"20201028","11290","己合备","436975.53680","419257.93990","15415.73440","2301.86250","466088.22410","402326.04790","409741.68210","456428.29010","195397.35910","25236.58970","91800.58950","78360.17990"
"20201027","11290","己合备","436415.95030","418815.70240","15468.91360","2131.33440","465802.43430","401681.08370","409060.73490","455955.38990","195780.36220","24839.64360","92680.44630","78260.27230"
"20201026","11290","己合备","437966.56640","420013.13480","15723.92760","2229.50390","467147.91610","403638.77700","410433.44070","457633.08470","195358.30980","24679.69820","93208.99120","77469.62040"
"20201025","11290","己合备","444713.99180","427674.49370","15062.41960","1977.07850","465170.32560","418939.47320","429416.67760","455640.64480","171063.25620","25249.44750","89330.25410","56483.55460"
"20201024","11290","己合备","437957.99050","421263.63360","14857.02520","1837.33170","460317.06310","407257.18460","419388.03020","451222.24790","175792.79330","26804.10600","86175.76840","62812.91890"
"20201023","11290","己合备","435538.77050","418272.55420","15377.75680","1888.45950","469323.87830","399684.18830","407751.04460","455387.14620","190733.73190","23540.12390","91188.45880","76005.14920"
"20201022","11290","己合备","439261.53730","421588.65110","15526.86080","2146.02540","469996.72250","403367.10560","411378.19010","459178.21380","193767.73350","24462.82850","92869.23910","76435.66590"
"20201021","11290","己合备","438903.24620","421229.08010","15686.70890","1987.45720","467622.85310","404046.62620","411708.01620","458328.41050","195765.33460","24574.29100","93641.97380","77549.06980"
"20201020","11290","己合备","439012.05130","421691.32430","15482.86760","1837.85940","469847.37010","403015.83220","411068.64530","458971.62700","196765.01990","25090.72200","93700.41840","77973.87950"
"20201019","11290","己合备","442350.01450","424557.95660","15859.24670","1932.81130","472071.86530","406775.22240","414774.43420","462046.85760","196418.37920","24290.87990","94604.45110","77523.04820"
"20201018","11290","己合备","447793.26480","431086.53380","14966.45560","1740.27540","469491.15130","419718.46890","431157.16170","459676.19560","169138.32840","21923.46810","90647.06020","56567.80010"
"20201017","11290","己合备","442100.25920","425018.57650","15294.22210","1787.46050","464252.50630","411142.95060","423522.37120","455370.17910","175023.52940","24287.61070","87266.96620","63468.95250"
"20201016","11290","己合备","438330.12860","421278.54440","15498.04180","1553.54240","469105.01520","405630.26010","412708.65580","456631.18060","193877.49950","24225.61730","92287.11770","77364.76450"
"20201015","11290","己合备","440283.97630","422984.58910","15706.22180","1593.16530","469595.36820","407083.61030","413807.86550","459195.48400","196085.89260","24270.24440","94216.99080","77598.65740"
"20201014","11290","己合备","441501.50320","424156.69880","15732.42350","1612.38080","470402.77390","408492.05950","415125.23880","460341.69200","196809.45870","24490.65480","93809.64740","78509.15650"
"20201013","11290","己合备","441847.22480","424331.15210","15823.16900","1692.90370","470540.08650","408311.72220","415196.86420","460883.19660","198327.02080","24642.08310","94378.42800","79306.50970"
"20201012","11290","己合备","442189.84780","424669.66690","15649.84660","1870.33420","471798.74560","408357.50720","414993.40260","461615.88000","195783.41220","23501.30540","94639.46300","77642.64380"
"20201011","11290","己合备","453458.29430","436057.72160","15343.38720","2057.18550","468439.46890","434322.30800","442797.26870","461073.31260","171956.78480","24149.38880","90616.93750","57190.45850"
"20201010","11290","己合备","437975.12130","420277.67420","15436.40380","2261.04330","456162.57100","408927.88190","419840.17210","450928.65640","170093.71930","21816.61500","88496.57750","59780.52680"
"20201009","11290","己合备","441095.86340","423192.89610","15482.45620","2420.51110","465626.28970","410529.77010","421692.29290","454955.55660","168012.27570","19862.55400","88022.18340","60127.53830"
"20201008","11290","己合备","439849.04070","421568.05710","15521.63720","2759.34640","470986.95340","405921.49300","413914.84340","458373.46730","191803.31230","23416.07980","91543.49190","76843.74060"
"20201007","11290","己合备","441958.72720","423491.42680","15610.55000","2856.75050","470518.91290","406655.72500","414935.20840","461261.24060","194189.70860","22552.89920","94795.12910","76841.68030"
"20201006","11290","己合备","441979.64600","423605.21200","15706.96720","2667.46690","470374.31280","408571.75120","415339.70330","461008.17640","194721.30230","23141.37800","94276.91530","77303.00900"
"20201005","11290","己合备","442187.85150","423272.33950","15586.48160","3329.03050","470416.05710","408472.27990","415531.66370","461227.98570","190818.47040","21141.69230","94410.98090","75265.79720"
"20201004","11290","己合备","448765.70040","430195.48790","15382.07740","3188.13510","468688.45570","426797.43440","436503.14760","457524.66670","159888.37340","16977.48890","90973.97280","51936.91170"
"20201003","11290","己合备","427762.32530","408983.64890","15109.31260","3669.36380","449382.58680","401238.00950","411540.68650","439349.21020","158739.90330","19167.54260","86243.24390","53329.11680"
"20201002","11290","己合备","418184.72450","399891.78510","14775.47150","3517.46790","435667.61180","392218.96390","402412.20380","429450.81070","154564.49650","24404.67290","81090.57340","49069.25020"
"20201001","11290","己合备","428723.59290","410392.97830","14826.45910","3504.15560","440426.22070","411301.06380","419786.27910","435107.38840","174490.82520","37652.42750","78557.73660","58280.66110"
"20200930","11290","己合备","437513.00380","419080.82420","15044.50140","3387.67810","455030.09590","418110.19760","425275.67460","446253.95320","163605.74520","30039.50760","77656.56390","55909.67370"
"20200929","11290","己合备","437622.10080","418931.44080","15471.89000","3218.77000","464497.55860","406928.75810","415053.98810","453742.18130","183961.52670","22738.60100","89741.92440","71481.00130"
"20200928","11290","己合备","439863.25610","420842.30450","15762.34160","3258.61000","468677.95210","407119.35970","414465.97930","458004.16810","190319.09840","24688.40070","90993.67910","74637.01860"
"20200927","11290","己合备","451220.70960","432965.43280","15476.95260","2778.32410","466477.69150","429546.20700","437813.31820","460797.41770","162567.25050","20400.72090","88689.91880","53476.61080"
"20200926","11290","己合备","446000.94130","427633.99340","15593.41030","2773.53760","466405.05550","422250.12840","429474.52190","457805.52660","171787.59910","23022.32700","87715.38650","61049.88560"
"20200925","11290","己合备","440306.34410","421981.45100","15582.09790","2742.79530","468071.53530","406968.68140","415318.25660","458154.97800","189379.18930","24373.14490","90830.38660","74175.65780"
"20200924","11290","己合备","443289.07020","424618.45980","16012.80370","2657.80680","472873.85740","409941.48980","417741.25040","461537.51290","192176.68210","25697.47650","91348.48130","75130.72430"
"20200923","11290","己合备","445072.36880","426237.52330","16000.19150","2834.65400","472739.41890","413519.59490","419690.06590","463202.58510","194874.55070","25236.61800","92529.19010","77108.74260"
"20200922","11290","己合备","445365.76920","426134.37760","16045.21530","3186.17630","473892.46850","412756.44390","419040.47550","464169.55050","194578.41710","25388.93780","92439.89800","76749.58130"
"20200921","11290","己合备","445335.49520","425948.30750","15981.77070","3405.41710","473453.97300","412144.08190","418461.00990","464531.55620","192540.43270","24535.42640","93535.92900","74469.07730"
"20200920","11290","己合备","450325.60110","431272.63320","15442.15040","3610.81750","470990.98150","425230.49960","434688.98720","461494.61100","160566.94960","18764.50130","89421.27920","52381.16910"
